省份,市场名称,品种名称,最低价,平均价,最高价,单位,交易日期,更新时间,保存时间,市场ID,品种ID,产地,交易量,品种类型
北京,北京批发市场,白菜,1.2,1.5,1.8,元/公斤,2025-06-25,2025-06-25 11:07:49,2025-06-25 11:07:59,,,,,
北京,北京农贸市场,萝卜,0.8,1.0,1.2,元/公斤,2025-06-25,2025-06-25 11:07:49,2025-06-25 11:07:59,,,,,
天津,天津批发市场,白菜,1.2,1.5,1.8,元/公斤,2025-06-25,2025-06-25 11:07:51,2025-06-25 11:07:59,,,,,
天津,天津农贸市场,萝卜,0.8,1.0,1.2,元/公斤,2025-06-25,2025-06-25 11:07:51,2025-06-25 11:07:59,,,,,
河北,河北批发市场,白菜,1.2,1.5,1.8,元/公斤,2025-06-25,2025-06-25 11:07:53,2025-06-25 11:07:59,,,,,
河北,河北农贸市场,萝卜,0.8,1.0,1.2,元/公斤,2025-06-25,2025-06-25 11:07:53,2025-06-25 11:07:59,,,,,
山西,山西批发市场,白菜,1.2,1.5,1.8,元/公斤,2025-06-25,2025-06-25 11:07:55,2025-06-25 11:07:59,,,,,
山西,山西农贸市场,萝卜,0.8,1.0,1.2,元/公斤,2025-06-25,2025-06-25 11:07:55,2025-06-25 11:07:59,,,,,
内蒙古,内蒙古批发市场,白菜,1.2,1.5,1.8,元/公斤,2025-06-25,2025-06-25 11:07:57,2025-06-25 11:07:59,,,,,
内蒙古,内蒙古农贸市场,萝卜,0.8,1.0,1.2,元/公斤,2025-06-25,2025-06-25 11:07:57,2025-06-25 11:07:59,,,,,
北京市,北京朝阳区大洋路综合市场,玉米,3.6,3.8,4.0,元/公斤,2025-06-25,2025-06-25 13:29:58,2025-06-25 13:30:47,76E4F160BFEA936CE040A8C020017257,9,None,4.07,谷物
北京市,北京朝阳区大洋路综合市场,大白菜,0.8,0.9,1.0,元/公斤,2025-06-25,2025-06-25 13:29:58,2025-06-25 13:30:47,76E4F160BFEA936CE040A8C020017257,77,None,15.42,叶菜类
北京市,北京朝阳区大洋路综合市场,洋白菜,1.2,1.4,1.6,元/公斤,2025-06-25,2025-06-25 13:29:58,2025-06-25 13:30:47,76E4F160BFEA936CE040A8C020017257,1451,None,14.96,叶菜类
北京市,北京朝阳区大洋路综合市场,油菜,1.5,1.75,2.0,元/公斤,2025-06-25,2025-06-25 13:29:58,2025-06-25 13:30:47,76E4F160BFEA936CE040A8C020017257,79,None,13.09,叶菜类
北京市,北京朝阳区大洋路综合市场,生菜,3.0,3.5,4.0,元/公斤,2025-06-25,2025-06-25 13:29:58,2025-06-25 13:30:47,76E4F160BFEA936CE040A8C020017257,81,None,12.59,叶菜类
北京市,北京朝阳区大洋路综合市场,菠菜,4.0,4.8,5.6,元/公斤,2025-06-25,2025-06-25 13:29:58,2025-06-25 13:30:47,76E4F160BFEA936CE040A8C020017257,82,None,6.04,叶菜类
北京市,北京朝阳区大洋路综合市场,香菜,7.0,8.5,10.0,元/公斤,2025-06-25,2025-06-25 13:29:58,2025-06-25 13:30:47,76E4F160BFEA936CE040A8C020017257,86,None,4.17,叶菜类
北京市,北京朝阳区大洋路综合市场,油麦菜,3.0,3.5,4.0,元/公斤,2025-06-25,2025-06-25 13:29:58,2025-06-25 13:30:47,76E4F160BFEA936CE040A8C020017257,87,None,5.92,叶菜类
北京市,北京朝阳区大洋路综合市场,空心菜,7.0,7.5,8.0,元/公斤,2025-06-25,2025-06-25 13:29:58,2025-06-25 13:30:47,76E4F160BFEA936CE040A8C020017257,89,None,4.06,叶菜类
北京市,北京朝阳区大洋路综合市场,韭菜,2.6,3.1,3.6,元/公斤,2025-06-25,2025-06-25 13:29:58,2025-06-25 13:30:47,76E4F160BFEA936CE040A8C020017257,95,None,4.72,叶菜类
北京市,北京朝阳区大洋路综合市场,小葱,5.0,5.5,6.0,元/公斤,2025-06-25,2025-06-25 13:29:58,2025-06-25 13:30:47,76E4F160BFEA936CE040A8C020017257,1454,None,4.07,叶菜类
北京市,北京朝阳区大洋路综合市场,蒜苗,4.0,6.8,9.6,元/公斤,2025-06-25,2025-06-25 13:29:58,2025-06-25 13:30:47,76E4F160BFEA936CE040A8C020017257,97,None,8.79,叶菜类
北京市,北京朝阳区大洋路综合市场,茴香,1.6,2.3,3.0,元/公斤,2025-06-25,2025-06-25 13:29:58,2025-06-25 13:30:47,76E4F160BFEA936CE040A8C020017257,98,None,2.67,叶菜类
北京市,北京朝阳区大洋路综合市场,白萝卜,1.3,1.45,1.6,元/公斤,2025-06-25,2025-06-25 13:29:58,2025-06-25 13:30:47,76E4F160BFEA936CE040A8C020017257,1234,None,7.73,根和根茎类
北京市,北京朝阳区大洋路综合市场,青萝卜,2.0,2.5,3.0,元/公斤,2025-06-25,2025-06-25 13:29:58,2025-06-25 13:30:47,76E4F160BFEA936CE040A8C020017257,1498,None,2.5,根和根茎类
北京市,北京朝阳区大洋路综合市场,胡萝卜,1.8,1.9,2.0,元/公斤,2025-06-25,2025-06-25 13:29:58,2025-06-25 13:30:47,76E4F160BFEA936CE040A8C020017257,100,None,2.35,根和根茎类
北京市,北京朝阳区大洋路综合市场,土豆,1.2,1.6,2.0,元/公斤,2025-06-25,2025-06-25 13:29:58,2025-06-25 13:30:47,76E4F160BFEA936CE040A8C020017257,101,None,25.53,根和根茎类
北京市,北京朝阳区大洋路综合市场,山药,12.0,13.0,14.0,元/公斤,2025-06-25,2025-06-25 13:29:58,2025-06-25 13:30:47,76E4F160BFEA936CE040A8C020017257,102,None,3.14,根和根茎类
北京市,北京朝阳区大洋路综合市场,芋头,7.0,7.5,8.0,元/公斤,2025-06-25,2025-06-25 13:29:58,2025-06-25 13:30:47,76E4F160BFEA936CE040A8C020017257,103,None,1.91,根和根茎类
北京市,北京朝阳区大洋路综合市场,葱头,2.6,2.8,3.0,元/公斤,2025-06-25,2025-06-25 13:29:58,2025-06-25 13:30:47,76E4F160BFEA936CE040A8C020017257,104,None,4.54,根和根茎类
北京市,北京顺鑫石门国际农产品批发市场集团有限公司,面粉,3.0,3.04,3.08,元/公斤,2025-06-25,2025-06-25 13:30:00,2025-06-25 13:30:47,76E4F160BFE9936CE040A8C020017257,2,None,42.12,谷物
北京市,北京顺鑫石门国际农产品批发市场集团有限公司,大米,4.8,5.0,5.2,元/公斤,2025-06-25,2025-06-25 13:30:00,2025-06-25 13:30:47,76E4F160BFE9936CE040A8C020017257,6,None,42.02,谷物
北京市,北京顺鑫石门国际农产品批发市场集团有限公司,大白菜,0.8,0.9,1.0,元/公斤,2025-06-25,2025-06-25 13:30:00,2025-06-25 13:30:47,76E4F160BFE9936CE040A8C020017257,77,None,122.0,叶菜类
北京市,北京顺鑫石门国际农产品批发市场集团有限公司,洋白菜,1.0,1.1,1.2,元/公斤,2025-06-25,2025-06-25 13:30:00,2025-06-25 13:30:47,76E4F160BFE9936CE040A8C020017257,1451,None,55.0,叶菜类
北京市,北京顺鑫石门国际农产品批发市场集团有限公司,油菜,1.0,1.6,2.2,元/公斤,2025-06-25,2025-06-25 13:30:00,2025-06-25 13:30:47,76E4F160BFE9936CE040A8C020017257,79,None,29.0,叶菜类
北京市,北京顺鑫石门国际农产品批发市场集团有限公司,小白菜,1.8,2.0,2.2,元/公斤,2025-06-25,2025-06-25 13:30:00,2025-06-25 13:30:47,76E4F160BFE9936CE040A8C020017257,80,None,3.0,叶菜类
北京市,北京顺鑫石门国际农产品批发市场集团有限公司,生菜,1.8,2.9,4.0,元/公斤,2025-06-25,2025-06-25 13:30:00,2025-06-25 13:30:47,76E4F160BFE9936CE040A8C020017257,81,None,29.0,叶菜类
北京市,北京顺鑫石门国际农产品批发市场集团有限公司,菠菜,3.4,3.6,3.8,元/公斤,2025-06-25,2025-06-25 13:30:00,2025-06-25 13:30:47,76E4F160BFE9936CE040A8C020017257,82,None,3.0,叶菜类
北京市,北京顺鑫石门国际农产品批发市场集团有限公司,香菜,3.6,4.0,4.4,元/公斤,2025-06-25,2025-06-25 13:30:00,2025-06-25 13:30:47,76E4F160BFE9936CE040A8C020017257,86,None,3.0,叶菜类
北京市,北京顺鑫石门国际农产品批发市场集团有限公司,油麦菜,2.8,3.0,3.2,元/公斤,2025-06-25,2025-06-25 13:30:00,2025-06-25 13:30:47,76E4F160BFE9936CE040A8C020017257,87,None,5.0,叶菜类
北京市,北京顺鑫石门国际农产品批发市场集团有限公司,韭菜,2.0,2.2,2.4,元/公斤,2025-06-25,2025-06-25 13:30:00,2025-06-25 13:30:47,76E4F160BFE9936CE040A8C020017257,95,None,5.0,叶菜类
北京市,北京顺鑫石门国际农产品批发市场集团有限公司,茴香,2.0,2.3,2.6,元/公斤,2025-06-25,2025-06-25 13:30:00,2025-06-25 13:30:47,76E4F160BFE9936CE040A8C020017257,98,None,6.0,叶菜类
北京市,北京顺鑫石门国际农产品批发市场集团有限公司,白萝卜,0.8,0.9,1.0,元/公斤,2025-06-25,2025-06-25 13:30:00,2025-06-25 13:30:47,76E4F160BFE9936CE040A8C020017257,1234,None,40.0,根和根茎类
北京市,北京顺鑫石门国际农产品批发市场集团有限公司,胡萝卜,1.4,1.6,1.8,元/公斤,2025-06-25,2025-06-25 13:30:00,2025-06-25 13:30:47,76E4F160BFE9936CE040A8C020017257,100,None,39.0,根和根茎类
北京市,北京顺鑫石门国际农产品批发市场集团有限公司,土豆,1.2,1.5,1.8,元/公斤,2025-06-25,2025-06-25 13:30:00,2025-06-25 13:30:47,76E4F160BFE9936CE040A8C020017257,101,None,206.0,根和根茎类
北京市,北京顺鑫石门国际农产品批发市场集团有限公司,山药,8.4,8.6,8.8,元/公斤,2025-06-25,2025-06-25 13:30:00,2025-06-25 13:30:47,76E4F160BFE9936CE040A8C020017257,102,None,5.0,根和根茎类
北京市,北京顺鑫石门国际农产品批发市场集团有限公司,葱头,0.9,1.1,1.3,元/公斤,2025-06-25,2025-06-25 13:30:00,2025-06-25 13:30:47,76E4F160BFE9936CE040A8C020017257,104,None,140.0,根和根茎类
北京市,北京顺鑫石门国际农产品批发市场集团有限公司,大葱,1.0,2.0,3.0,元/公斤,2025-06-25,2025-06-25 13:30:00,2025-06-25 13:30:47,76E4F160BFE9936CE040A8C020017257,105,None,34.0,根和根茎类
北京市,北京顺鑫石门国际农产品批发市场集团有限公司,生姜,7.0,9.0,11.0,元/公斤,2025-06-25,2025-06-25 13:30:00,2025-06-25 13:30:47,76E4F160BFE9936CE040A8C020017257,106,None,11.0,根和根茎类
北京市,北京顺鑫石门国际农产品批发市场集团有限公司,大蒜,5.0,6.0,7.0,元/公斤,2025-06-25,2025-06-25 13:30:00,2025-06-25 13:30:47,76E4F160BFE9936CE040A8C020017257,107,None,14.0,根和根茎类
北京市,北京京丰岳各庄农副产品批发市场,大白菜,1.4,1.8,2.4,元/公斤,2025-06-25,2025-06-25 13:30:02,2025-06-25 13:30:47,76E4F160BFCE936CE040A8C020017257,77,None,30.0,叶菜类
北京市,北京京丰岳各庄农副产品批发市场,洋白菜,1.4,1.6,2.0,元/公斤,2025-06-25,2025-06-25 13:30:02,2025-06-25 13:30:47,76E4F160BFCE936CE040A8C020017257,1451,None,30.0,叶菜类
北京市,北京京丰岳各庄农副产品批发市场,油菜,2.6,3.0,3.2,元/公斤,2025-06-25,2025-06-25 13:30:02,2025-06-25 13:30:47,76E4F160BFCE936CE040A8C020017257,79,None,23.5,叶菜类
北京市,北京京丰岳各庄农副产品批发市场,小白菜,2.4,3.0,4.4,元/公斤,2025-06-25,2025-06-25 13:30:02,2025-06-25 13:30:47,76E4F160BFCE936CE040A8C020017257,80,None,18.5,叶菜类
北京市,北京京丰岳各庄农副产品批发市场,生菜,3.6,4.0,5.0,元/公斤,2025-06-25,2025-06-25 13:30:02,2025-06-25 13:30:47,76E4F160BFCE936CE040A8C020017257,81,None,14.0,叶菜类
北京市,北京京丰岳各庄农副产品批发市场,菠菜,5.6,6.0,6.6,元/公斤,2025-06-25,2025-06-25 13:30:02,2025-06-25 13:30:47,76E4F160BFCE936CE040A8C020017257,82,None,16.0,叶菜类
北京市,北京京丰岳各庄农副产品批发市场,茼蒿,10.0,11.0,12.0,元/公斤,2025-06-25,2025-06-25 13:30:02,2025-06-25 13:30:47,76E4F160BFCE936CE040A8C020017257,84,None,8.6,叶菜类
北京市,北京京丰岳各庄农副产品批发市场,韭菜,4.0,4.4,5.0,元/公斤,2025-06-25,2025-06-25 13:30:02,2025-06-25 13:30:47,76E4F160BFCE936CE040A8C020017257,95,None,14.4,叶菜类
北京市,北京京丰岳各庄农副产品批发市场,白萝卜,1.6,1.8,2.4,元/公斤,2025-06-25,2025-06-25 13:30:02,2025-06-25 13:30:47,76E4F160BFCE936CE040A8C020017257,1234,None,18.0,根和根茎类
北京市,北京京丰岳各庄农副产品批发市场,胡萝卜,2.2,2.6,4.0,元/公斤,2025-06-25,2025-06-25 13:30:02,2025-06-25 13:30:47,76E4F160BFCE936CE040A8C020017257,100,None,19.0,根和根茎类
北京市,北京京丰岳各庄农副产品批发市场,土豆,2.0,2.4,3.0,元/公斤,2025-06-25,2025-06-25 13:30:02,2025-06-25 13:30:47,76E4F160BFCE936CE040A8C020017257,101,None,21.5,根和根茎类
北京市,北京京丰岳各庄农副产品批发市场,葱头,1.2,1.6,2.2,元/公斤,2025-06-25,2025-06-25 13:30:02,2025-06-25 13:30:47,76E4F160BFCE936CE040A8C020017257,104,None,24.1,根和根茎类
北京市,北京京丰岳各庄农副产品批发市场,大葱,2.6,2.8,4.0,元/公斤,2025-06-25,2025-06-25 13:30:02,2025-06-25 13:30:47,76E4F160BFCE936CE040A8C020017257,105,None,25.0,根和根茎类
北京市,北京京丰岳各庄农副产品批发市场,生姜,10.0,11.4,12.0,元/公斤,2025-06-25,2025-06-25 13:30:02,2025-06-25 13:30:47,76E4F160BFCE936CE040A8C020017257,106,None,17.0,根和根茎类
北京市,北京京丰岳各庄农副产品批发市场,大蒜,10.0,11.0,12.0,元/公斤,2025-06-25,2025-06-25 13:30:02,2025-06-25 13:30:47,76E4F160BFCE936CE040A8C020017257,107,None,19.5,根和根茎类
北京市,北京京丰岳各庄农副产品批发市场,芹菜,2.4,2.6,3.0,元/公斤,2025-06-25,2025-06-25 13:30:02,2025-06-25 13:30:47,76E4F160BFCE936CE040A8C020017257,109,None,19.0,根和根茎类
北京市,北京京丰岳各庄农副产品批发市场,莴笋,2.4,2.8,4.0,元/公斤,2025-06-25,2025-06-25 13:30:02,2025-06-25 13:30:47,76E4F160BFCE936CE040A8C020017257,110,None,18.0,根和根茎类
北京市,北京京丰岳各庄农副产品批发市场,莲藕,9.0,10.0,14.0,元/公斤,2025-06-25,2025-06-25 13:30:02,2025-06-25 13:30:47,76E4F160BFCE936CE040A8C020017257,112,None,10.6,根和根茎类
北京市,北京京丰岳各庄农副产品批发市场,蒜薹,5.0,6.0,8.0,元/公斤,2025-06-25,2025-06-25 13:30:02,2025-06-25 13:30:47,76E4F160BFCE936CE040A8C020017257,119,None,14.0,根和根茎类
北京市,北京京丰岳各庄农副产品批发市场,菜花,3.0,3.6,4.0,元/公斤,2025-06-25,2025-06-25 13:30:02,2025-06-25 13:30:47,76E4F160BFCE936CE040A8C020017257,129,None,22.0,芽、花类
天津市,天津韩家墅海吉星农产品物流有限公司,面粉,3.6,5.0,6.4,元/公斤,2025-06-25,2025-06-25 13:30:08,2025-06-25 13:30:47,76E4F160C1C0936CE040A8C020017257,2,河北、山东、天津,11.45,谷物
天津市,天津韩家墅海吉星农产品物流有限公司,大米,4.8,5.4,6.0,元/公斤,2025-06-25,2025-06-25 13:30:08,2025-06-25 13:30:47,76E4F160C1C0936CE040A8C020017257,6,山东、天津、黑龙江,10.41,谷物
天津市,天津韩家墅海吉星农产品物流有限公司,大白菜,0.8,0.9,1.0,元/公斤,2025-06-25,2025-06-25 13:30:08,2025-06-25 13:30:47,76E4F160C1C0936CE040A8C020017257,77,河北玉田,60.0,叶菜类
天津市,天津韩家墅海吉星农产品物流有限公司,洋白菜,1.2,1.5,1.8,元/公斤,2025-06-25,2025-06-25 13:30:08,2025-06-25 13:30:47,76E4F160C1C0936CE040A8C020017257,1451,邯郸山东,45.0,叶菜类
天津市,天津韩家墅海吉星农产品物流有限公司,油菜,2.0,2.3,2.6,元/公斤,2025-06-25,2025-06-25 13:30:08,2025-06-25 13:30:47,76E4F160C1C0936CE040A8C020017257,79,天津、北京大兴,13.0,叶菜类
天津市,天津韩家墅海吉星农产品物流有限公司,生菜,2.0,2.2,2.4,元/公斤,2025-06-25,2025-06-25 13:30:08,2025-06-25 13:30:47,76E4F160C1C0936CE040A8C020017257,81,北京、山东,20.0,叶菜类
天津市,天津韩家墅海吉星农产品物流有限公司,菠菜,5.0,5.5,6.0,元/公斤,2025-06-25,2025-06-25 13:30:08,2025-06-25 13:30:47,76E4F160C1C0936CE040A8C020017257,82,河北香河,10.0,叶菜类
天津市,天津韩家墅海吉星农产品物流有限公司,香菜,8.0,9.0,10.0,元/公斤,2025-06-25,2025-06-25 13:30:08,2025-06-25 13:30:47,76E4F160C1C0936CE040A8C020017257,86,河北玉田,6.0,叶菜类
天津市,天津韩家墅海吉星农产品物流有限公司,油麦菜,3.6,4.1,4.6,元/公斤,2025-06-25,2025-06-25 13:30:08,2025-06-25 13:30:47,76E4F160C1C0936CE040A8C020017257,87,天津,10.0,叶菜类
天津市,天津韩家墅海吉星农产品物流有限公司,韭菜,2.4,2.7,3.0,元/公斤,2025-06-25,2025-06-25 13:30:08,2025-06-25 13:30:47,76E4F160C1C0936CE040A8C020017257,95,河北、河南,16.0,叶菜类
天津市,天津韩家墅海吉星农产品物流有限公司,茴香,2.0,2.5,3.0,元/公斤,2025-06-25,2025-06-25 13:30:08,2025-06-25 13:30:47,76E4F160C1C0936CE040A8C020017257,98,天津,10.0,叶菜类
天津市,天津韩家墅海吉星农产品物流有限公司,胡萝卜,1.0,1.3,1.6,元/公斤,2025-06-25,2025-06-25 13:30:08,2025-06-25 13:30:47,76E4F160C1C0936CE040A8C020017257,100,山东寿光,10.0,根和根茎类
天津市,天津韩家墅海吉星农产品物流有限公司,土豆,1.2,1.5,1.8,元/公斤,2025-06-25,2025-06-25 13:30:08,2025-06-25 13:30:47,76E4F160C1C0936CE040A8C020017257,101,内蒙古,60.0,根和根茎类
天津市,天津韩家墅海吉星农产品物流有限公司,山药,7.0,8.5,10.0,元/公斤,2025-06-25,2025-06-25 13:30:08,2025-06-25 13:30:47,76E4F160C1C0936CE040A8C020017257,102,河北邯郸,7.0,根和根茎类
天津市,天津韩家墅海吉星农产品物流有限公司,芋头,10.0,10.5,11.0,元/公斤,2025-06-25,2025-06-25 13:30:08,2025-06-25 13:30:47,76E4F160C1C0936CE040A8C020017257,103,河北玉田,5.0,根和根茎类
天津市,天津韩家墅海吉星农产品物流有限公司,葱头,1.4,1.5,1.6,元/公斤,2025-06-25,2025-06-25 13:30:08,2025-06-25 13:30:47,76E4F160C1C0936CE040A8C020017257,104,甘肃,35.0,根和根茎类
天津市,天津韩家墅海吉星农产品物流有限公司,大葱,2.0,2.2,2.4,元/公斤,2025-06-25,2025-06-25 13:30:08,2025-06-25 13:30:47,76E4F160C1C0936CE040A8C020017257,105,山东、天津,35.0,根和根茎类
天津市,天津韩家墅海吉星农产品物流有限公司,生姜,8.4,9.4,10.4,元/公斤,2025-06-25,2025-06-25 13:30:08,2025-06-25 13:30:47,76E4F160C1C0936CE040A8C020017257,106,山东莱芜,30.0,根和根茎类
天津市,天津韩家墅海吉星农产品物流有限公司,大蒜,8.0,8.5,9.0,元/公斤,2025-06-25,2025-06-25 13:30:08,2025-06-25 13:30:47,76E4F160C1C0936CE040A8C020017257,107,山东莱芜,32.0,根和根茎类
天津市,天津韩家墅海吉星农产品物流有限公司,芹菜,1.2,1.5,1.8,元/公斤,2025-06-25,2025-06-25 13:30:08,2025-06-25 13:30:47,76E4F160C1C0936CE040A8C020017257,109,天津武清,20.0,根和根茎类
天津市,天津市金钟河蔬菜贸易中心,大白菜,0.8,1.0,1.0,元/公斤,2025-06-25,2025-06-25 13:30:10,2025-06-25 13:30:47,76E4F160BFF6936CE040A8C020017257,77,None,120.0,叶菜类
天津市,天津市金钟河蔬菜贸易中心,洋白菜,1.2,1.2,2.0,元/公斤,2025-06-25,2025-06-25 13:30:10,2025-06-25 13:30:47,76E4F160BFF6936CE040A8C020017257,1451,None,120.0,叶菜类
天津市,天津市金钟河蔬菜贸易中心,油菜,2.0,2.4,3.0,元/公斤,2025-06-25,2025-06-25 13:30:10,2025-06-25 13:30:47,76E4F160BFF6936CE040A8C020017257,79,None,30.0,叶菜类
天津市,天津市金钟河蔬菜贸易中心,小白菜,1.0,1.2,1.6,元/公斤,2025-06-25,2025-06-25 13:30:10,2025-06-25 13:30:47,76E4F160BFF6936CE040A8C020017257,80,None,30.0,叶菜类
天津市,天津市金钟河蔬菜贸易中心,生菜,3.0,3.4,6.0,元/公斤,2025-06-25,2025-06-25 13:30:10,2025-06-25 13:30:47,76E4F160BFF6936CE040A8C020017257,81,None,50.0,叶菜类
天津市,天津市金钟河蔬菜贸易中心,菠菜,6.0,6.0,8.0,元/公斤,2025-06-25,2025-06-25 13:30:10,2025-06-25 13:30:47,76E4F160BFF6936CE040A8C020017257,82,None,50.0,叶菜类
天津市,天津市金钟河蔬菜贸易中心,茼蒿,6.0,7.0,8.0,元/公斤,2025-06-25,2025-06-25 13:30:10,2025-06-25 13:30:47,76E4F160BFF6936CE040A8C020017257,84,None,10.0,叶菜类
天津市,天津市金钟河蔬菜贸易中心,香菜,6.0,7.0,10.0,元/公斤,2025-06-25,2025-06-25 13:30:10,2025-06-25 13:30:47,76E4F160BFF6936CE040A8C020017257,86,None,30.0,叶菜类
天津市,天津市金钟河蔬菜贸易中心,油麦菜,3.0,5.0,5.0,元/公斤,2025-06-25,2025-06-25 13:30:10,2025-06-25 13:30:47,76E4F160BFF6936CE040A8C020017257,87,None,30.0,叶菜类
天津市,天津市金钟河蔬菜贸易中心,韭菜,2.0,3.4,4.0,元/公斤,2025-06-25,2025-06-25 13:30:10,2025-06-25 13:30:47,76E4F160BFF6936CE040A8C020017257,95,None,50.0,叶菜类
天津市,天津市金钟河蔬菜贸易中心,茴香,2.0,3.6,4.0,元/公斤,2025-06-25,2025-06-25 13:30:10,2025-06-25 13:30:47,76E4F160BFF6936CE040A8C020017257,98,None,20.0,叶菜类
天津市,天津市金钟河蔬菜贸易中心,白萝卜,1.2,1.2,1.6,元/公斤,2025-06-25,2025-06-25 13:30:10,2025-06-25 13:30:47,76E4F160BFF6936CE040A8C020017257,1234,None,45.0,根和根茎类
天津市,天津市金钟河蔬菜贸易中心,胡萝卜,2.0,2.0,3.0,元/公斤,2025-06-25,2025-06-25 13:30:10,2025-06-25 13:30:47,76E4F160BFF6936CE040A8C020017257,100,None,30.0,根和根茎类
天津市,天津市金钟河蔬菜贸易中心,土豆,1.6,1.8,2.0,元/公斤,2025-06-25,2025-06-25 13:30:10,2025-06-25 13:30:47,76E4F160BFF6936CE040A8C020017257,101,None,120.0,根和根茎类
